中高级运维工程师,8001-10000,泛华企业集团,广州,...Python，Perl，PHP，JAVA等；  3.掌握基础的网络知识，能排查常见的网络问题；  4.熟悉 MySQL 数据库，具备 MySQL 服务器的维护优化经验者优先；  5.熟悉 DNS、Squid、NFS 等网络服务应用；  6.熟悉 JAVA虚拟机，resin/tom...
信息安全工程师,15001-20000,欢聚时代（多玩YY） ,广州,"...python/c/c++ 等至少一种语言； 5、了解主流网络安全产品（如fw、ids、scanner、audit等）的配置及使用； 6、熟悉ISO27001,BS7799等标准； 7、善于表达沟通，诚实守信，责任心强，讲求效率，具有良好的团队协作精神。"
数据分析师-数据中心,15001-20000,欢聚时代（多玩YY） ,广州,...Python或其他脚本语言； 4.较强的逻辑分析能力和独立思考能力，理解用户需求；充分的数据敏感度，能从海量数据表现中提炼核心结果，及时分析数据中隐含的变化和问题；能够把合理的思路成功应用于实践； 5.具有较强的文字功底和报告撰写能力，表达能力强； 6.工作态度认真负责，良好的沟...
中级运维工程师,面议,指点传媒集团,广州 - 天河区,...python脚本的任一种；  6、熟悉docker，对kubernetes有了解的优先;  7、工作细致踏实，有较强的沟通、执行能力，责任心强
测试工程师（广州-越秀区）,面议,杭州友声科技股份有限公司,广州 - 越秀区,...Python、lua中的一种，有lua代码自动化脚本测试经验优先；    4、掌握Oracle、mysql或者SQL Server数据库；    5、2年以上自动化测试经验者优先；    6、良好的语言与书面表达及理解能力，对软件测试工作富有热情，拥有较好的沟通技巧及团队合作精神...
中级JAVA开发工程师,面议,指点传媒集团,广州 - 天河区,...python/perl)任意一种  6、熟练使用ant、maven项目管理工具和redis、memcached。  7、两年以上实际项目开发经验，有过数据报表统计、接口开发经验者优先考虑；
java工程师（运维岗位）,面议,魔橙互联(北京)科技有限公司广州分公司,广州 - 天河区,...python等；  6、 为运营同事提供数据支持；  7、 良好的沟通学习能力，责任心强，作风踏实，性格开朗，优秀的服务意识和解决问题的能力。
运维工程师,6001-8000,广州尚途商旅信息技术有限公司,广州 - 天河区,...Python/PHP  至少一种能力    5.  有  windows server  自动化运维或转  linnx  自动化  优先    6.  具有良好的自我学习能力和主动性，能够承受高强度工作压力。    个性要求  :    性格平和，较强责任心，有职业素质，良好的逻...
运维工程师,面议,广州大象健康科技有限公司,广州 - 天河区,"...Python, Perl, PHP至少一门语言；  4、熟悉基本的网络知识, 能借助第三方工具定位网络问题；  5、熟悉zabbix或其它至少一种监控系统；  6、熟悉常见的集群架构, Web, MySQL, Redis；  7、具备网络故障排错能力，对网络安全有较深的认识；  ..."
数据库开发工程师（Postgresql）,面议,广州大象健康科技有限公司,广州 - 天河区,...Python，熟悉Python者优先。
运维工程师,面议,北京新媒传信科技有限公司(中国移动飞信开发及运营机构),广州,...Python及SaltStack使用方法  ；    2、熟练操作系统及常用软件服务器操作与原理；    3、了解IMS组网原理及熟悉TCP/IP原理，具备网络包分析能力；    4、一年以上应用软件维护经验及业务逻辑维护经验，具备通信产品维护经验优先；    5、熟练使用主流监...
前端开发工程师,8001-10000,广东奇化化工交易中心股份有限公司,广州 - 天河区,...python等优先；  7、能承担工作压力，具备良好的沟通能力和团队合作精神。
PHP架构师,面议,广东奇化化工交易中心股份有限公司,广州 - 天河区,...Python、Perl其中至少一种脚本语言，熟悉C/C++更佳；  7. 能够快速定位和解决系统中的性能方面问题，熟悉常用的数据分析方法；  8. 工作认真负责，学习能力强，喜欢在技术领域内钻研；  9. 具备良好的团队合作精神，能融入多功能团队并与其他同事进行良好的沟通及合作。
C++高级工程师-运维研发团队,10001-15000,欢聚时代（多玩YY） ,广州,...python 优先  6.5年以上经验
运维工程师,面议,广州众玩网络有限公司,广州 - 天河区,...python脚本优先；  2、有2年以上大型网络游戏经历者优先。
PHP高级开发工程师,15001-20000,广州牧云信息科技有限公司,广州,"...Python Tornado）等领域； 4、有大型分布式、高并发、高负载、高可用系统设计、开发和调优经验； 5、具备较强的逻辑思维、沟通技巧、管理能力。       广州牧云网络科技有限公司成立于2012年（以下简称牧云网络），隶属于牧云国际有限公司（MooYoo, lnc，是一..."
前端开发工程师,8001-10000,广州市海珠区博行贸易商行,广州,...Python等优先考虑；  7.熟悉各种数据库，Oracle、Mysql；  8.了解各种架构和设计模式为佳；  9.了解Linux的处理和该平台上的部署；  10.良好的团体合作精神；  11.有一定的英文阅读能力；  12.逻辑清晰，思维敏捷，衣着时尚。     我们为您提供...
JAVA中级程序员,8001-10000,广州市海珠区博行贸易商行,广州,...Python等为佳；  6.精通WEB开发相关知识，JavaScript、CSS、AJAX等；  7.熟悉各种数据库，Oracle、Mysql；  8.熟悉各种架构和设计模式；  9.了解Linux的处理和该平台上的部署；  10.良好的团体合作精神；  11.有一定的英文阅读能...
系统运维工程师,面议,杭州东方通信软件技术有限公司,广州,...Python之一者优先；  6、有较好的文档输出习惯，思维敏捷善于交流     可接收应届毕业生。  表现优秀者有望提升为运维经理。
高级Linux软件开发工程师(c++方向),面议,广州鼎甲计算机科技有限公司,广州 - 萝岗区,"岗位职责：  1、负责客户端或服务器后台程序的设计与实现     岗位要求：  1、熟练掌握C++语言，gcc/makefile/vi开发环境；  2、熟练掌握网络编程；  3、熟练掌握数据库编程；  4、掌握Shell编程；  5、至少掌握Perl, Python或Ruby等一种脚..."
DBA工程师,面议,广州七乐康药业连锁有限公司,广州 - 海珠区,...Python或Perl语言；熟悉网络相关知识；     5、 具有相关应用安全、备份与恢复等管理经验；      6、  有较强的逻辑思维能力，有团队合作精神。
运维开发工程师,15001-20000,广州百田信息科技有限公司,广州 - 天河区,...Python语言，熟悉Shell、Perl、PHP其中一种脚本语言；  5.熟悉Web相关技术，包括apache/nginx/tomcat等应用的安装、部署、配置和优化；  6.良好的编程习惯并能推动代码规范化；  7.有较强的沟通协调能力，工作认真细致，有强烈的负责心，良好的团...
C++后台高级开发工程师-招聘专项,10001-15000,欢聚时代（多玩YY） ,广州,...Python、PHP、Unix Shell等其中一种以上语言。
H5（前端）中高级开发工程师,15001-20000,广东思埠集团有限公司,广州 - 花都区,...Python/PHP/Java/C++等)；  6、持续学习，乐于分享，有良好的沟通心态，能够推动团队成员向前发展；
软件测试工程师（自动化测试）,10001-15000,广州七乐康药业连锁有限公司,广州,"...Python、Java（懂Python者优先考虑）  4.使用过Selenium、Jmeter、QTP、Loadrunner等至少一种测试工具，并具有实际项目操作经验;  5悉手机平台的自动化测试,使用过Appium、MonkeyRunner、EasyMonkey等..."
运维开发工程师,面议,广州七乐康药业连锁有限公司,广州 - 海珠区,【岗位职责】：     1、  负责公司运维工具的开发；     2、  对公司监控系统平台进行二次开发；     3、  负责规划并开发自动化运维平台           【任职要求】     1、  计算机相关专业大专以上学历，3年以上工作经验；     2、  精通Python...
高级业务运维工程师-招聘专项,10001-15000,欢聚时代（多玩YY） ,广州,"岗位职责:  负责欢聚云业务运维平台建设、工作流程优化。   任职资格:  1、3年以上业务运维经常，精通Linux； 2、有500台以上机器规模的自动化运维经验； 3、熟悉 ITIL，对自动化工作有极大热情，精通 Shell, Python 之一； 4、有运维平台(监控、容量规划、..."
高级测试工程师,面议,广州七乐康药业连锁有限公司,广州 - 海珠区,...python等不限），有开发、白盒测试或者自动化测试工作经验；     3.熟悉手机平台的自动化测试；     4.有大型网络应用系统的测试经验，熟悉selenium等互联网自动化测试工具和测试开发框架；     5.独立开发过自动化测试工具；     6.有独立带领团队进行项目...
运维工程师/系统工程师,10001-15000,广州七乐康药业连锁有限公司,广州,...Python、PHP等语言中的至少一种；   3、 精通MySQL数据库的优化配置及分布式部署方案，精通Nginx优化配置；   4、 有Web服务分布式系统架构的安装配置经验；   5、 有服务器、系统、应用的远程自动化部署、监控、管理的经验；   具有良好规范的文档管理习惯，...
SCRAPY技术顾问(爬虫),10001-15000,广州赛意信息科技股份有限公司,广州 - 天河区,...Python、JAVA编程语言；   3. 熟悉linux系统环境；   4. 熟练掌握SQL脚本编写与调优；   5. 熟练掌握hive SQL开发；   6. 熟悉hdfs、mapreduce、spark实现原理与机制；   7. 熟练掌握kafka、storm、spark ...
